sentence_ID,position_in_sentence,token,label,intent,
617,4,jog,O,GO_ON_WALK,
617,5,with,O,GO_ON_WALK,
617,6,the,O,GO_ON_WALK,
617,7,yellow,B-COLOR,GO_ON_WALK,
617,8,leather,B-MATERIAL,GO_ON_WALK,
617,9,sandals,B-SHOE_TYPE,GO_ON_WALK,
618,1,take,O,GO_ON_WALK,
618,2,a,O,GO_ON_WALK,
618,3,long,B-WALK_LENGTH,GO_ON_WALK,
618,4,walk,O,GO_ON_WALK,
618,5,in,O,GO_ON_WALK,
618,6,sunny,B-WALK_WEATHER,GO_ON_WALK,
618,7,weather,I-WALK_WEATHER,GO_ON_WALK,
618,8,with,O,GO_ON_WALK,
618,9,the,O,GO_ON_WALK,
618,10,sandal,B-SHOE_TYPE,GO_ON_WALK,
618,11,next,B-NEXT_TO_RELATION,GO_ON_WALK,
618,12,to,I-NEXT_TO_RELATION,GO_ON_WALK,
618,13,rag_4,B-OBJECT_ID,GO_ON_WALK,
618,14,on,B-LOCATION_RELATION,GO_ON_WALK,
618,15,the,O,GO_ON_WALK,
618,16,floor,B-OBJECT_LOCATION,GO_ON_WALK,
619,1,take,O,GO_ON_WALK,
619,2,the,O,GO_ON_WALK,
619,3,rubber,B-MATERIAL,GO_ON_WALK,
619,4,sneaker,B-SHOE_TYPE,GO_ON_WALK,
619,5,out,O,GO_ON_WALK,
619,6,on,O,GO_ON_WALK,
619,7,the,O,GO_ON_WALK,
619,8,trail,B-WALK_PLACE,GO_ON_WALK,
620,1,go,O,GO_ON_WALK,
620,2,on,O,GO_ON_WALK,
620,3,a,O,GO_ON_WALK,
620,4,run,O,GO_ON_WALK,
620,5,with,O,GO_ON_WALK,
620,6,the,O,GO_ON_WALK,
620,7,brown,B-COLOR,GO_ON_WALK,
620,8,sneaker,B-SHOE_TYPE,GO_ON_WALK,
621,1,take,O,GO_ON_WALK,
621,2,the,O,GO_ON_WALK,
621,3,yellow,B-COLOR,GO_ON_WALK,
621,4,sandal,B-SHOE_TYPE,GO_ON_WALK,
621,5,next,B-NEXT_TO_RELATION,GO_ON_WALK,
621,6,to,I-NEXT_TO_RELATION,GO_ON_WALK,
621,7,cream_5,B-OBJECT_ID,GO_ON_WALK,
621,8,inside,B-LOCATION_RELATION,GO_ON_WALK,
621,9,the,O,GO_ON_WALK,
621,10,tool,B-OBJECT_LOCATION,GO_ON_WALK,
621,11,area,I-OBJECT_LOCATION,GO_ON_WALK,
621,12,outside,O,GO_ON_WALK,
621,13,for,O,GO_ON_WALK,
621,14,a,O,GO_ON_WALK,
621,15,long,B-WALK_LENGTH,GO_ON_WALK,
621,16,walk,O,GO_ON_WALK,
622,1,please,O,GO_ON_WALK,
622,2,take,O,GO_ON_WALK,
622,3,the,O,GO_ON_WALK,
622,4,red,B-COLOR,GO_ON_WALK,
622,5,sandal_88,B-OBJECT_ID,GO_ON_WALK,
622,6,on,O,GO_ON_WALK,
622,7,a,O,GO_ON_WALK,
622,8,walk,O,GO_ON_WALK,
623,1,please,O,GO_ON_WALK,
623,2,take,O,GO_ON_WALK,
623,3,the,O,GO_ON_WALK,
623,4,green,B-COLOR,GO_ON_WALK,
623,5,sneakers,B-SHOE_TYPE,GO_ON_WALK,
623,6,on,O,GO_ON_WALK,
623,7,a,O,GO_ON_WALK,
623,8,walk,O,GO_ON_WALK,
624,1,wear,O,GO_ON_WALK,
624,2,the,O,GO_ON_WALK,
624,3,yellow,B-COLOR,GO_ON_WALK,
624,4,canvas,B-MATERIAL,GO_ON_WALK,
624,5,sandal_9,B-OBJECT_ID,GO_ON_WALK,
624,6,beside,B-NEXT_TO_RELATION,GO_ON_WALK,
624,7,the,O,GO_ON_WALK,
624,8,blue,B-COLOR,GO_ON_WALK,
624,9,sneaker,B-SHOE_TYPE,GO_ON_WALK,
624,10,on,B-LOCATION_RELATION,GO_ON_WALK,
624,11,the,O,GO_ON_WALK,
624,12,middle,B-OBJECT_LOCATION,GO_ON_WALK,
624,13,shelf,I-OBJECT_LOCATION,GO_ON_WALK,
624,14,and,O,GO_ON_WALK,
624,15,walk,O,GO_ON_WALK,
624,16,around,O,GO_ON_WALK,
624,17,the,O,GO_ON_WALK,
624,18,forest,B-WALK_PLACE,GO_ON_WALK,
625,1,take,O,GO_ON_WALK,
625,2,the,O,GO_ON_WALK,
625,3,sneaker,B-SHOE_TYPE,GO_ON_WALK,
625,4,for,O,GO_ON_WALK,
625,5,a,O,GO_ON_WALK,
625,6,walk,O,GO_ON_WALK,
626,1,go,O,GO_ON_WALK,
626,2,on,O,GO_ON_WALK,
626,3,a,O,GO_ON_WALK,
626,4,medium,B-WALK_LENGTH,GO_ON_WALK,
626,5,walk,O,GO_ON_WALK,
626,6,with,O,GO_ON_WALK,
626,7,sandal_3,B-OBJECT_ID,GO_ON_WALK,
627,1,go,O,GO_ON_WALK,
627,2,for,O,GO_ON_WALK,
627,3,a,O,GO_ON_WALK,
627,4,jog,O,GO_ON_WALK,
627,5,with,O,GO_ON_WALK,
627,6,the,O,GO_ON_WALK,
627,7,green,B-COLOR,GO_ON_WALK,
627,8,leather,B-MATERIAL,GO_ON_WALK,
627,9,sneakers,B-SHOE_TYPE,GO_ON_WALK,
627,10,next,B-NEXT_TO_RELATION,GO_ON_WALK,
627,11,to,I-NEXT_TO_RELATION,GO_ON_WALK,
627,12,sole_glue_3,B-OBJECT_ID,GO_ON_WALK,
627,13,in,B-LOCATION_RELATION,GO_ON_WALK,
627,14,the,O,GO_ON_WALK,
627,15,tool,B-OBJECT_LOCATION,GO_ON_WALK,
627,16,area,I-OBJECT_LOCATION,GO_ON_WALK,
628,1,hike,O,GO_ON_WALK,
628,2,with,O,GO_ON_WALK,
628,3,the,O,GO_ON_WALK,
628,4,shoe,B-SHOE_TYPE,GO_ON_WALK,
629,1,go,O,GO_ON_WALK,
629,2,outside,O,GO_ON_WALK,
629,3,with,O,GO_ON_WALK,
629,4,the,O,GO_ON_WALK,
629,5,white,B-COLOR,GO_ON_WALK,
629,6,sneaker,B-SHOE_TYPE,GO_ON_WALK,
629,7,for,O,GO_ON_WALK,
629,8,a,O,GO_ON_WALK,
629,9,walk,O,GO_ON_WALK,
630,1,go,O,GO_ON_WALK,
630,2,for,O,GO_ON_WALK,
630,3,a,O,GO_ON_WALK,
630,4,jog,O,GO_ON_WALK,
630,5,with,O,GO_ON_WALK,
630,6,brown_boot_6,B-OBJECT_ID,GO_ON_WALK,
630,7,in,B-LOCATION_RELATION,GO_ON_WALK,
630,8,the,O,GO_ON_WALK,
630,9,drying,B-OBJECT_LOCATION,GO_ON_WALK,
630,10,area,I-OBJECT_LOCATION,GO_ON_WALK,
630,11,next,B-NEXT_TO_RELATION,GO_ON_WALK,
630,12,to,I-NEXT_TO_RELATION,GO_ON_WALK,
630,13,the,O,GO_ON_WALK,
630,14,red,B-COLOR,GO_ON_WALK,
630,15,boot,B-SHOE_TYPE,GO_ON_WALK,
631,1,I,O,GO_ON_WALK,
631,2,want,O,GO_ON_WALK,
631,3,to,O,GO_ON_WALK,
631,4,go,O,GO_ON_WALK,
631,5,walking,O,GO_ON_WALK,
631,6,with,O,GO_ON_WALK,
631,7,sneaker_14,B-OBJECT_ID,GO_ON_WALK,
631,8,through,O,GO_ON_WALK,
631,9,the,O,GO_ON_WALK,
631,10,park,B-WALK_PLACE,GO_ON_WALK,
632,1,could,O,GO_ON_WALK,
632,2,you,O,GO_ON_WALK,
632,3,take,O,GO_ON_WALK,
632,4,the,O,GO_ON_WALK,
632,5,boots,B-SHOE_TYPE,GO_ON_WALK,
632,6,for,O,GO_ON_WALK,
632,7,a,O,GO_ON_WALK,
632,8,rainy,B-WALK_WEATHER,GO_ON_WALK,
632,9,walk,O,GO_ON_WALK,
632,10,on,O,GO_ON_WALK,
632,11,the,O,GO_ON_WALK,
632,12,trail,B-WALK_PLACE,GO_ON_WALK,
633,1,let,O,GO_ON_WALK,
633,2,us,O,GO_ON_WALK,
633,3,do,O,GO_ON_WALK,
633,4,a,O,GO_ON_WALK,
633,5,short,B-WALK_LENGTH,GO_ON_WALK,
633,6,walk,O,GO_ON_WALK,
633,7,with,O,GO_ON_WALK,
633,8,the,O,GO_ON_WALK,
633,9,brown_sandal_4,B-OBJECT_ID,GO_ON_WALK,
634,1,I,O,GO_ON_WALK,
634,2,feel,O,GO_ON_WALK,
634,3,like,O,GO_ON_WALK,
634,4,going,O,GO_ON_WALK,
634,5,for,O,GO_ON_WALK,
634,6,a,O,GO_ON_WALK,
634,7,run,O,GO_ON_WALK,
634,8,in,O,GO_ON_WALK,
634,9,the,O,GO_ON_WALK,
634,10,city,B-WALK_PLACE,GO_ON_WALK,
634,11,with,O,GO_ON_WALK,
634,12,the,O,GO_ON_WALK,
634,13,very,B-CLEANING_STATUS,GO_ON_WALK,
634,14,dirty,B-CLEANING_STATUS,GO_ON_WALK,
634,15,sneaker,B-SHOE_TYPE,GO_ON_WALK,
634,16,on,B-LOCATION_RELATION,GO_ON_WALK,
634,17,the,O,GO_ON_WALK,
634,18,top,B-OBJECT_LOCATION,GO_ON_WALK,
634,19,shelf,I-OBJECT_LOCATION,GO_ON_WALK,
634,20,next,O,GO_ON_WALK,
634,21,to,O,GO_ON_WALK,
634,22,brush_12s,O,GO_ON_WALK,
635,1,please,O,GO_ON_WALK,
635,2,go,O,GO_ON_WALK,
635,3,out,O,GO_ON_WALK,
635,4,walking,O,GO_ON_WALK,
635,5,in,O,GO_ON_WALK,
635,6,the,O,GO_ON_WALK,
635,7,forest,B-WALK_PLACE,GO_ON_WALK,
635,8,with,O,GO_ON_WALK,
635,9,boot_8,B-OBJECT_ID,GO_ON_WALK,
636,1,take,O,GO_ON_WALK,
636,2,the,O,GO_ON_WALK,
636,3,shoe,B-SHOE_TYPE,GO_ON_WALK,
636,4,for,O,GO_ON_WALK,
636,5,a,O,GO_ON_WALK,
636,6,medium,B-WALK_LENGTH,GO_ON_WALK,
636,7,walk,O,GO_ON_WALK,
636,8,maybe,O,GO_ON_WALK,
636,9,around,O,GO_ON_WALK,
636,10,the,O,GO_ON_WALK,
636,11,street,B-WALK_PLACE,GO_ON_WALK,
637,1,can,O,GO_ON_WALK,
637,2,we,O,GO_ON_WALK,
637,3,walk,O,GO_ON_WALK,
637,4,the,O,GO_ON_WALK,
637,5,leather,B-MATERIAL,GO_ON_WALK,
637,6,boot,B-SHOE_TYPE,GO_ON_WALK,
637,7,inside,B-LOCATION_RELATION,GO_ON_WALK,
637,8,the,O,GO_ON_WALK,
637,9,tool,B-OBJECT_LOCATION,GO_ON_WALK,
637,10,area,I-OBJECT_LOCATION,GO_ON_WALK,
637,11,next,B-NEXT_TO_RELATION,GO_ON_WALK,
637,12,to,I-NEXT_TO_RELATION,GO_ON_WALK,
637,13,the,O,GO_ON_WALK,
637,14,spray,B-IMPREGNATION_TOOL_TYPE,GO_ON_WALK,
637,15,bottles,O,GO_ON_WALK,
637,16,through,O,GO_ON_WALK,
637,17,the,O,GO_ON_WALK,
637,18,garden,B-WALK_PLACE,GO_ON_WALK,
638,1,I,O,GO_ON_WALK,
638,2,want,O,GO_ON_WALK,
638,3,a,O,GO_ON_WALK,
638,4,long,B-WALK_LENGTH,GO_ON_WALK,
638,5,hike,O,GO_ON_WALK,
638,6,with,O,GO_ON_WALK,
638,7,the,O,GO_ON_WALK,
638,8,high,B-SHOE_HEIGHT,GO_ON_WALK,
638,9,boot,B-SHOE_TYPE,GO_ON_WALK,
638,10,on,O,GO_ON_WALK,
638,11,the,O,GO_ON_WALK,
638,12,trail,B-WALK_PLACE,GO_ON_WALK,
639,1,head,O,GO_ON_WALK,
639,2,outside,O,GO_ON_WALK,
639,3,with,O,GO_ON_WALK,
639,4,sneake_22,B-OBJECT_ID,GO_ON_WALK,
639,5,for,O,GO_ON_WALK,
639,6,a,O,GO_ON_WALK,
639,7,sunny,B-WALK_WEATHER,GO_ON_WALK,
639,8,walk,O,GO_ON_WALK,
640,1,use,O,GO_ON_WALK,
640,2,the,O,GO_ON_WALK,
640,3,sandal,B-SHOE_TYPE,GO_ON_WALK,
640,4,from,B-LOCATION_RELATION,GO_ON_WALK,
640,5,the,O,GO_ON_WALK,
640,6,middle,B-OBJECT_LOCATION,GO_ON_WALK,
640,7,shelf,I-OBJECT_LOCATION,GO_ON_WALK,
640,8,next,B-NEXT_TO_RELATION,GO_ON_WALK,
640,9,to,I-NEXT_TO_RELATION,GO_ON_WALK,
640,10,the,O,GO_ON_WALK,
640,11,green,B-COLOR,GO_ON_WALK,
640,12,sandals,B-SHOE_TYPE,GO_ON_WALK,
640,13,for,O,GO_ON_WALK,
640,14,walking,O,GO_ON_WALK,
640,15,around,O,GO_ON_WALK,
640,16,the,O,GO_ON_WALK,
640,17,playground,B-WALK_PLACE,GO_ON_WALK,
641,1,seal,O,IMPREGNATE,
641,2,the,O,IMPREGNATE,
641,3,black,B-COLOR,IMPREGNATE,
641,4,leather,B-MATERIAL,IMPREGNATE,
641,5,sandals,B-SHOE_TYPE,IMPREGNATE,
641,6,next,B-NEXT_TO_RELATION,IMPREGNATE,
641,7,to,I-NEXT_TO_RELATION,IMPREGNATE,
641,8,the,O,IMPREGNATE,
641,9,brown,B-COLOR,IMPREGNATE,
641,10,sandal,B-SHOE_TYPE,IMPREGNATE,
641,11,with,B-BEFORE_SENTENCE_SPLIT,IMPREGNATE,
641,12,the,O,IMPREGNATE,
641,13,spray,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
642,1,add,O,IMPREGNATE,
642,2,a,O,IMPREGNATE,
642,3,protective,O,IMPREGNATE,
642,4,layer,O,IMPREGNATE,
642,5,to,O,IMPREGNATE,
642,6,the,O,IMPREGNATE,
642,7,black,B-COLOR,IMPREGNATE,
642,8,leather,B-MATERIAL,IMPREGNATE,
642,9,sneaker,B-SHOE_TYPE,IMPREGNATE,
643,1,apply,O,IMPREGNATE,
643,2,cream,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
643,3,to,B-AFTER_SENTENCE_SPLIT,IMPREGNATE,
643,4,the,O,IMPREGNATE,
643,5,white,B-COLOR,IMPREGNATE,
643,6,leather,B-MATERIAL,IMPREGNATE,
643,7,boots,B-SHOE_TYPE,IMPREGNATE,
644,1,cover,O,IMPREGNATE,
644,2,wet_boot_11,B-OBJECT_ID,IMPREGNATE,
644,3,with,B-BEFORE_SENTENCE_SPLIT,IMPREGNATE,
644,4,waterproofing,O,IMPREGNATE,
644,5,cream,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
644,6,next,B-NEXT_TO_RELATION,IMPREGNATE,
644,7,to,I-NEXT_TO_RELATION,IMPREGNATE,
644,8,sneaker_12,B-OBJECT_ID,IMPREGNATE,
645,1,rub,O,IMPREGNATE,
645,2,cream,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
645,3,into,B-AFTER_SENTENCE_SPLIT,IMPREGNATE,
645,4,the,O,IMPREGNATE,
645,5,blue,B-COLOR,IMPREGNATE,
645,6,suede,B-MATERIAL,IMPREGNATE,
645,7,sandal,B-SHOE_TYPE,IMPREGNATE,
645,8,for,O,IMPREGNATE,
645,9,protection,O,IMPREGNATE,
646,1,please,O,IMPREGNATE,
646,2,waterproof,O,IMPREGNATE,
646,3,the,O,IMPREGNATE,
646,4,black,B-COLOR,IMPREGNATE,
646,5,suede,B-MATERIAL,IMPREGNATE,
646,6,boot_6,B-OBJECT_ID,IMPREGNATE,
647,1,please,O,IMPREGNATE,
647,2,waterproof,O,IMPREGNATE,
647,3,the,O,IMPREGNATE,
647,4,black,B-COLOR,IMPREGNATE,
647,5,sneaker,B-SHOE_TYPE,IMPREGNATE,
647,6,next,B-NEXT_TO_RELATION,IMPREGNATE,
647,7,to,I-NEXT_TO_RELATION,IMPREGNATE,
647,8,the,O,IMPREGNATE,
647,9,cleaning,O,IMPREGNATE,
647,10,brush,B-CLEANING_TOOL_TYPE,IMPREGNATE,
648,1,coat,O,IMPREGNATE,
648,2,the,O,IMPREGNATE,
648,3,green,B-COLOR,IMPREGNATE,
648,4,mid,B-SHOE_HEIGHT,IMPREGNATE,
648,5,boot,B-SHOE_TYPE,IMPREGNATE,
648,6,with,B-BEFORE_SENTENCE_SPLIT,IMPREGNATE,
648,7,the,O,IMPREGNATE,
648,8,cream,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
649,1,make,O,IMPREGNATE,
649,2,sure,O,IMPREGNATE,
649,3,the,O,IMPREGNATE,
649,4,black,B-COLOR,IMPREGNATE,
649,5,boot_5,B-OBJECT_ID,IMPREGNATE,
649,6,is,O,IMPREGNATE,
649,7,protected,O,IMPREGNATE,
649,8,from,O,IMPREGNATE,
649,9,water,O,IMPREGNATE,
650,1,protect,O,IMPREGNATE,
650,2,rubber_sandal_6,B-OBJECT_ID,IMPREGNATE,
650,3,with,B-BEFORE_SENTENCE_SPLIT,IMPREGNATE,
650,4,the,O,IMPREGNATE,
650,5,spray,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
651,1,rub,O,IMPREGNATE,
651,2,cream,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
651,3,into,B-AFTER_SENTENCE_SPLIT,IMPREGNATE,
651,4,canvas_sneaker_9,B-OBJECT_ID,IMPREGNATE,
651,5,next,B-NEXT_TO_RELATION,IMPREGNATE,
651,6,to,I-NEXT_TO_RELATION,IMPREGNATE,
651,7,spray_7,B-OBJECT_ID,IMPREGNATE,
651,8,for,O,IMPREGNATE,
651,9,protection,O,IMPREGNATE,
652,1,apply,O,IMPREGNATE,
652,2,spray,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
652,3,to,B-AFTER_SENTENCE_SPLIT,IMPREGNATE,
652,4,sandal_88,B-OBJECT_ID,IMPREGNATE,
653,1,impregnate,O,IMPREGNATE,
653,2,the,O,IMPREGNATE,
653,3,blue,B-COLOR,IMPREGNATE,
653,4,canvas,B-MATERIAL,IMPREGNATE,
653,5,boot_2,B-OBJECT_ID,IMPREGNATE,
653,6,with,B-BEFORE_SENTENCE_SPLIT,IMPREGNATE,
653,7,the,O,IMPREGNATE,
653,8,cream,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
654,1,give,O,IMPREGNATE,
654,2,the,O,IMPREGNATE,
654,3,rubber,B-MATERIAL,IMPREGNATE,
654,4,sneakers,B-SHOE_TYPE,IMPREGNATE,
654,5,next,B-NEXT_TO_RELATION,IMPREGNATE,
654,6,to,I-NEXT_TO_RELATION,IMPREGNATE,
654,7,the,O,IMPREGNATE,
654,8,sole,B-REPAIR_TOOL_TYPE,IMPREGNATE,
654,9,hammer,I-REPAIR_TOOL_TYPE,IMPREGNATE,
654,10,a,O,IMPREGNATE,
654,11,waterproof,O,IMPREGNATE,
654,12,treatment,O,IMPREGNATE,
655,1,prepare,O,IMPREGNATE,
655,2,brown_boot_6,B-OBJECT_ID,IMPREGNATE,
655,3,for,O,IMPREGNATE,
655,4,rain,O,IMPREGNATE,
655,5,with,B-BEFORE_SENTENCE_SPLIT,IMPREGNATE,
655,6,the,O,IMPREGNATE,
655,7,cream,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
656,1,waterproof,O,IMPREGNATE,
656,2,the,O,IMPREGNATE,
657,1,rub,O,IMPREGNATE,
657,2,cream,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
657,3,into,B-AFTER_SENTENCE_SPLIT,IMPREGNATE,
657,4,the,O,IMPREGNATE,
657,5,green,B-COLOR,IMPREGNATE,
657,6,sneaker,B-SHOE_TYPE,IMPREGNATE,
657,7,for,O,IMPREGNATE,
657,8,protection,O,IMPREGNATE,
658,1,the,O,IMPREGNATE,
658,2,shoe,O,IMPREGNATE,
658,3,is,O,IMPREGNATE,
658,4,unprotected,B-IMPREGNATION_STATUS,IMPREGNATE,
658,5,use,B-BEFORE_SENTENCE_SPLIT,IMPREGNATE,
658,6,the,O,IMPREGNATE,
658,7,cream,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
658,8,next,B-NEXT_TO_RELATION,IMPREGNATE,
658,9,to,I-NEXT_TO_RELATION,IMPREGNATE,
658,10,the,O,IMPREGNATE,
658,11,black,B-COLOR,IMPREGNATE,
658,12,boot,B-SHOE_TYPE,IMPREGNATE,
658,13,in,B-LOCATION_RELATION,IMPREGNATE,
658,14,the,O,IMPREGNATE,
658,15,drying,B-OBJECT_LOCATION,IMPREGNATE,
658,16,area,I-OBJECT_LOCATION,IMPREGNATE,
658,17,on,O,IMPREGNATE,
658,18,it,O,IMPREGNATE,
659,1,treat,O,IMPREGNATE,
659,2,the,O,IMPREGNATE,
659,3,high,B-SHOE_HEIGHT,IMPREGNATE,
659,4,boot_2,B-OBJECT_ID,IMPREGNATE,
659,5,with,B-BEFORE_SENTENCE_SPLIT,IMPREGNATE,
659,6,waterproofing,O,IMPREGNATE,
659,7,spray,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
660,1,please,O,IMPREGNATE,
660,2,waterproof,O,IMPREGNATE,
660,3,brown_boot_6,B-OBJECT_ID,IMPREGNATE,
661,1,cover,O,IMPREGNATE,
661,2,the,O,IMPREGNATE,
661,3,green,B-COLOR,IMPREGNATE,
661,4,leather,B-MATERIAL,IMPREGNATE,
661,5,sandal,B-SHOE_TYPE,IMPREGNATE,
661,6,next,B-NEXT_TO_RELATION,IMPREGNATE,
661,7,to,I-NEXT_TO_RELATION,IMPREGNATE,
661,8,rag_4,B-OBJECT_ID,IMPREGNATE,
661,9,on,B-LOCATION_RELATION,IMPREGNATE,
661,10,the,O,IMPREGNATE,
661,11,floor,B-OBJECT_LOCATION,IMPREGNATE,
661,12,with,B-BEFORE_SENTENCE_SPLIT,IMPREGNATE,
661,13,waterproofing,O,IMPREGNATE,
661,14,cream,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
662,1,apply,O,IMPREGNATE,
662,2,cream,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
662,3,to,B-AFTER_SENTENCE_SPLIT,IMPREGNATE,
662,4,the,O,IMPREGNATE,
662,5,canvas,B-MATERIAL,IMPREGNATE,
662,6,sneaker,B-SHOE_TYPE,IMPREGNATE,
663,1,please,O,IMPREGNATE,
663,2,waterproof,O,IMPREGNATE,
663,3,the,O,IMPREGNATE,
663,4,suede,B-MATERIAL,IMPREGNATE,
663,5,sneaker,B-SHOE_TYPE,IMPREGNATE,
664,1,spray,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
664,2,the,O,IMPREGNATE,
664,3,yellow,B-COLOR,IMPREGNATE,
664,4,leather,B-MATERIAL,IMPREGNATE,
664,5,sneaker,B-SHOE_TYPE,IMPREGNATE,
664,6,to,O,IMPREGNATE,
664,7,protect,O,IMPREGNATE,
664,8,it,O,IMPREGNATE,
665,1,coat,O,IMPREGNATE,
665,2,the,O,IMPREGNATE,
665,3,suede,B-MATERIAL,IMPREGNATE,
665,4,boot,B-SHOE_TYPE,IMPREGNATE,
665,5,with,B-BEFORE_SENTENCE_SPLIT,IMPREGNATE,
665,6,the,O,IMPREGNATE,
665,7,cream,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
665,8,next,B-NEXT_TO_RELATION,IMPREGNATE,
665,9,to,I-NEXT_TO_RELATION,IMPREGNATE,
665,10,cream_5,B-OBJECT_ID,IMPREGNATE,
665,11,inside,B-LOCATION_RELATION,IMPREGNATE,
665,12,the,O,IMPREGNATE,
665,13,tool,B-OBJECT_LOCATION,IMPREGNATE,
665,14,area,I-OBJECT_LOCATION,IMPREGNATE,
666,1,use,O,IMPREGNATE,
666,2,impregnation,O,IMPREGNATE,
666,3,spray,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
666,4,on,B-AFTER_SENTENCE_SPLIT,IMPREGNATE,
666,5,the,O,IMPREGNATE,
666,6,red,B-COLOR,IMPREGNATE,
666,7,canvas,B-MATERIAL,IMPREGNATE,
666,8,boot,B-SHOE_TYPE,IMPREGNATE,
667,1,use,O,IMPREGNATE,
667,2,impregnation,O,IMPREGNATE,
667,3,spray,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
667,4,on,B-AFTER_SENTENCE_SPLIT,IMPREGNATE,
667,5,the,O,IMPREGNATE,
667,6,rubber,B-MATERIAL,IMPREGNATE,
667,7,sneaker,B-SHOE_TYPE,IMPREGNATE,
668,1,coat,O,IMPREGNATE,
668,2,the,O,IMPREGNATE,
668,3,brown,B-COLOR,IMPREGNATE,
668,4,rubber,B-MATERIAL,IMPREGNATE,
668,5,sneakers,B-SHOE_TYPE,IMPREGNATE,
668,6,beside,B-NEXT_TO_RELATION,IMPREGNATE,
668,7,the,O,IMPREGNATE,
668,8,blue,B-COLOR,IMPREGNATE,
668,9,sneaker,B-SHOE_TYPE,IMPREGNATE,
668,10,on,B-LOCATION_RELATION,IMPREGNATE,
668,11,the,O,IMPREGNATE,
668,12,middle,B-OBJECT_LOCATION,IMPREGNATE,
668,13,shelf,I-OBJECT_LOCATION,IMPREGNATE,
668,14,with,B-BEFORE_SENTENCE_SPLIT,IMPREGNATE,
668,15,the,O,IMPREGNATE,
668,16,spray,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
669,1,add,O,IMPREGNATE,
669,2,a,O,IMPREGNATE,
669,3,protective,O,IMPREGNATE,
669,4,layer,O,IMPREGNATE,
669,5,to,O,IMPREGNATE,
669,6,the,O,IMPREGNATE,
669,7,red,B-COLOR,IMPREGNATE,
669,8,sandal_9,B-OBJECT_ID,IMPREGNATE,
670,1,rub,O,IMPREGNATE,
670,2,cream,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
670,3,into,B-AFTER_SENTENCE_SPLIT,IMPREGNATE,
670,4,the,O,IMPREGNATE,
670,5,boots,B-SHOE_TYPE,IMPREGNATE,
670,6,for,O,IMPREGNATE,
670,7,protection,O,IMPREGNATE,
671,1,rub,O,IMPREGNATE,
671,2,cream,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
671,3,next,B-NEXT_TO_RELATION,IMPREGNATE,
671,4,to,I-NEXT_TO_RELATION,IMPREGNATE,
671,5,sole_glue_3,B-OBJECT_ID,IMPREGNATE,
671,6,in,B-LOCATION_RELATION,IMPREGNATE,
671,7,the,O,IMPREGNATE,
671,8,tool,B-OBJECT_LOCATION,IMPREGNATE,
671,9,area,I-OBJECT_LOCATION,IMPREGNATE,
671,10,into,B-AFTER_SENTENCE_SPLIT,IMPREGNATE,
671,11,the,O,IMPREGNATE,
671,12,yellow,B-COLOR,IMPREGNATE,
671,13,sneakers,B-SHOE_TYPE,IMPREGNATE,
671,14,for,O,IMPREGNATE,
671,15,protection,O,IMPREGNATE,
672,1,use,O,IMPREGNATE,
672,2,the,O,IMPREGNATE,
672,3,cream,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
672,4,to,B-AFTER_SENTENCE_SPLIT,IMPREGNATE,
672,5,impregnate,O,IMPREGNATE,
672,6,the,O,IMPREGNATE,
672,7,clean,B-CLEANING_STATUS,IMPREGNATE,
672,8,sandal,B-SHOE_TYPE,IMPREGNATE,
673,1,prepare,O,IMPREGNATE,
673,2,the,O,IMPREGNATE,
673,3,high,B-SHOE_HEIGHT,IMPREGNATE,
673,4,sneakers,B-SHOE_TYPE,IMPREGNATE,
673,5,for,O,IMPREGNATE,
673,6,rain,O,IMPREGNATE,
673,7,with,B-BEFORE_SENTENCE_SPLIT,IMPREGNATE,
673,8,the,O,IMPREGNATE,
673,9,spray,B-IMPREGNATION_TOOL_TYPE,IMPREGNATE,
674,1,treat,O,IMPREGNATE,
674,2,the,O,IMPREGNATE,
674,3,sneaker,B-SHOE_TYPE,IMPREGNATE,
674,4,in,B-LOCATION_RELATION,IMPREGNATE,
674,5,the,O,IMPREGNATE,
